PassengerId,Survived,Sex,Age,SibSp,Parch,Fare,Embarked_C,Embarked_Q,Embarked_S,Pclass_1,Pclass_2,Pclass_3,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_U,Ticket_A,Ticket_AS,Ticket_C,Ticket_CA,Ticket_CASOTON,Ticket_FC,Ticket_FCC,Ticket_Fa,Ticket_LINE,Ticket_NUM,Ticket_PC,Ticket_PP,Ticket_PPP,Ticket_SC,Ticket_SCA,Ticket_SCAH,Ticket_SCAHBasle,Ticket_SCOW,Ticket_SCPARIS,Ticket_SCParis,Ticket_SOC,Ticket_SOP,Ticket_SOPP,Ticket_SOTONO,Ticket_SOTONOQ,Ticket_SP,Ticket_STONO,Ticket_SWPP,Ticket_WC,Ticket_WEP
-1.7291368044688646,0,0.7372810452296835,-0.5921615067077887,0.4325504280418025,-0.4734077245683898,-0.5021631365156053,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.725251103784665,1,-1.3548126213297054,0.6384169625536379,0.4325504280418025,-0.4734077245683898,0.7864036178345383,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.7213654031004653,1,-1.3548126213297054,-0.2845168893924321,-0.4742788222764234,-0.4734077245683898,-0.48857985158126105,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-1.7174797024162656,1,-1.3548126213297054,0.4076834995671204,0.4325504280418025,-0.4734077245683898,0.4204940697654092,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.7135940017320659,0,0.7372810452296835,0.4076834995671204,-0.4742788222764234,-0.4734077245683898,-0.48606442844527137,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.7097083010478662,0,0.7372810452296835,5.438162427277604e-05,-0.4742788222764234,-0.4734077245683898,-0.4778480503138746,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.7058226003636665,0,0.7372810452296835,1.8689954318150643,-0.4742788222764234,-0.4734077245683898,0.3955913807191113,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.7019368996794668,0,0.7372810452296835,-2.130384593284572,2.246208928678254,0.7671989889328905,-0.22395733767514675,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.6980511989952671,1,-1.3548126213297054,-0.2076057350635929,-0.4742788222764234,2.007805702434171,-0.42401799520369554,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.6941654983110674,1,-1.3548126213297054,-1.207450741338502,0.4325504280418025,-0.4734077245683898,-0.04293139010125909,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.6902797976268675,1,-1.3548126213297054,-1.9765622846268935,0.4325504280418025,0.7671989889328905,-0.3119971474347855,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.6863940969426678,1,-1.3548126213297054,2.176640049130421,-0.4742788222764234,-0.4734077245683898,-0.11378180431879875,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.6825083962584682,0,0.7372810452296835,-0.745983815365467,-0.4742788222764234,-0.4734077245683898,-0.48606442844527137,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.6786226955742685,0,0.7372810452296835,0.715328116882477,0.4325504280418025,5.729625842938013,-0.01869880977838891,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.6747369948900688,0,-1.3548126213297054,-1.207450741338502,-0.4742788222764234,-0.4734077245683898,-0.4900045872454856,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.670851294205869,1,-1.3548126213297054,1.9459065861439035,-0.4742788222764234,-0.4734077245683898,-0.32608351699632776,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.6669655935216694,0,0.7372810452296835,-2.130384593284572,3.15303817899648,0.7671989889328905,-0.061964087717411374,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.6630798928374697,1,0.7372810452296835,5.438162427277604e-05,-0.4742788222764234,-0.4734077245683898,-0.38645367226008004,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.65919419215327,0,-1.3548126213297054,0.10003888225176374,0.4325504280418025,-0.4734077245683898,-0.28583674682049287,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.6553084914690703,1,-1.3548126213297054,5.438162427277604e-05,-0.4742788222764234,-0.4734077245683898,-0.5026662211428032,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.6514227907848706,0,0.7372810452296835,0.4076834995671204,-0.4742788222764234,-0.4734077245683898,-0.12484966611715337,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.647537090100671,1,0.7372810452296835,0.3307723452382812,-0.4742788222764234,-0.4734077245683898,-0.38645367226008004,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.6436513894164713,1,-1.3548126213297054,-1.1305395870096628,-0.4742788222764234,-0.4734077245683898,-0.48648299485510005,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.6397656887322716,1,0.7372810452296835,-0.13069458073475373,-0.4742788222764234,-0.4734077245683898,0.06632249221806229,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.6358799880480719,0,-1.3548126213297054,-1.668917667311537,2.246208928678254,0.7671989889328905,-0.22395733767514675,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.6319942873638722,1,-1.3548126213297054,0.6384169625536379,0.4325504280418025,5.729625842938013,-0.016434928955998185,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.6281085866796725,0,0.7372810452296835,5.438162427277604e-05,-0.4742788222764234,-0.4734077245683898,-0.5026662211428032,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.6242228859954728,0,0.7372810452296835,-0.8228949696943062,2.246208928678254,2.007805702434171,4.644392599719279,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.6203371853112731,1,-1.3548126213297054,5.438162427277604e-05,-0.4742788222764234,-0.4734077245683898,-0.4895015026182876,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.6164514846270734,0,0.7372810452296835,5.438162427277604e-05,-0.4742788222764234,-0.4734077245683898,-0.4891674544258282,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.6125657839428738,0,0.7372810452296835,0.7922392712113162,-0.4742788222764234,-0.4734077245683898,-0.09022134505786503,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.608680083258674,1,-1.3548126213297054,5.438162427277604e-05,0.4325504280418025,-0.4734077245683898,2.300436803386727,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.6047943825744744,1,-1.3548126213297054,5.438162427277604e-05,-0.4742788222764234,-0.4734077245683898,-0.49210144397164657,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.6009086818902747,0,0.7372810452296835,2.7919292837611343,-0.4742788222764234,-0.4734077245683898,-0.43676213497987365,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.597022981206075,0,0.7372810452296835,-0.13069458073475373,0.4325504280418025,-0.4734077245683898,1.0054969729792393,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.5931372805218753,0,0.7372810452296835,0.9460615798689945,0.4325504280418025,-0.4734077245683898,0.39835834616870003,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.5892515798376756,1,0.7372810452296835,5.438162427277604e-05,-0.4742788222764234,-0.4734077245683898,-0.502581702925434,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.585365879153476,0,0.7372810452296835,-0.6690726610366279,-0.4742788222764234,-0.4734077245683898,-0.48606442844527137,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.5814801784692762,0,-1.3548126213297054,-0.8998061240231453,1.3393796783600282,-0.4734077245683898,-0.28583674682049287,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.5775944777850766,1,-1.3548126213297054,-1.207450741338502,0.4325504280418025,-0.4734077245683898,-0.4218366202601652,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.5737087771008769,0,-1.3548126213297054,0.7922392712113162,0.4325504280418025,-0.4734077245683898,-0.457388604694989,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.5698230764166772,0,-1.3548126213297054,-0.2076057350635929,0.4325504280418025,-0.4734077245683898,-0.22546659155674054,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.5659373757324773,0,0.7372810452296835,5.438162427277604e-05,-0.4742788222764234,-0.4734077245683898,-0.4891674544258282,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.5620516750482776,1,-1.3548126213297054,-2.053473438955733,0.4325504280418025,2.007805702434171,0.18865657484452997,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-1.5581659743640779,1,-1.3548126213297054,-0.8228949696943062,-0.4742788222764234,-0.4734077245683898,-0.4895015026182876,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.5542802736798782,0,0.7372810452296835,5.438162427277604e-05,-0.4742788222764234,-0.4734077245683898,-0.48606442844527137,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.5503945729956785,0,0.7372810452296835,5.438162427277604e-05,0.4325504280418025,-0.4734077245683898,-0.3361452095402864,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.5465088723114788,1,-1.3548126213297054,5.438162427277604e-05,-0.4742788222764234,-0.4734077245683898,-0.49210144397164657,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.5426231716272791,0,0.7372810452296835,5.438162427277604e-05,1.3393796783600282,-0.4734077245683898,-0.211798788405027,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.5387374709430794,0,-1.3548126213297054,-0.8998061240231453,0.4325504280418025,-0.4734077245683898,-0.28986142383807634,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.5348517702588798,0,0.7372810452296835,-1.7458288216403761,3.15303817899648,0.7671989889328905,0.15058916727371655,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.53096606957468,0,0.7372810452296835,-0.6690726610366279,-0.4742788222764234,-0.4734077245683898,-0.49109527471725073,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.5270803688904804,1,-1.3548126213297054,1.4844396601708687,0.4325504280418025,-0.4734077245683898,0.895993560684828,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.5231946682062807,1,-1.3548126213297054,-0.05378342640591458,0.4325504280418025,-0.4734077245683898,-0.12484966611715337,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.519308967522081,0,0.7372810452296835,2.7150181294322953,-0.4742788222764234,0.7671989889328905,0.5991736306380456,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.5154232668378813,1,0.7372810452296835,5.438162427277604e-05,-0.4742788222764234,-0.4734077245683898,0.06632249221806229,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.5115375661536816,1,-1.3548126213297054,-0.6690726610366279,-0.4742788222764234,-0.4734077245683898,-0.43676213497987365,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
